state_name,hate_crime_case_normalized,number_of_victims_normalized,number_of_offenders_normalized,median_income,mean_income
Alaska,12.258540797785836,19.068841241000182,9.534420620500091,85093.0,105791.0
Alabama,47.9222534706999,52.8728994904003,44.55581417730362,60818.25,80217.5
Arkansas,13.869982781407089,15.521171207765075,13.539745096135494,56539.75,76551.0
Arizona,12.801317902560497,15.554289494508993,7.708320457455783,69982.5,92721.0
California,1.864957126040777,2.197072778623381,1.7372203365859291,87275.0,121965.5
Colorado,49.042408261012994,67.28274256160027,53.17229527246671,85850.75,111507.75
Connecticut,24.562870599209848,28.426692940658587,13.799365505174071,91388.25,126756.25
District of Columbia,95.6950676668795,113.6378928544194,80.74271334392958,124628.5,168238.75
Delaware,8.956943970334601,10.94737596374229,10.94737596374229,77802.0,100089.5
Florida,0.0458125727933148,0.0458125727933148,0.0458125727933148,65804.75,91731.75
Georgia,22.061490565144013,26.88164816761245,15.943598223549456,70317.0,95163.5
Hawaii,23.4943896779472,26.25843552241157,23.4943896779472,89569.5,112968.5
Iowa,31.58531051643859,36.901649910294594,29.70895543625412,70950.75,88732.0
Idaho,22.05518627705305,33.607902898366554,24.680803690987936,65143.0,84619.0
Illinois,7.961238071838587,9.695369136991545,6.621227703311299,79143.25,106123.75
Indiana,19.373212013974545,25.83094935196605,17.61201092179504,66757.25,85299.0
Kansas,40.16444275920191,53.4391314677517,36.07992315657121,69793.75,90512.5
Kentucky,28.84665098148511,43.93566841795425,26.405780513820982,60429.25,79920.5
Louisiana,27.44700890277232,34.3627906735496,30.25654524715059,60900.25,82272.0
Massachusetts,58.22861958112591,73.39381288726682,34.765490315021125,97145.25,129772.0
Maryland,13.280190975624372,17.65293678467142,15.54754065438951,97996.25,125065.0
Maine,54.45681864717645,63.16990963072468,36.3045457647843,68363.0,87803.5
Michigan,40.8468081307863,50.01243336988957,40.6475554081971,69003.0,90017.0
Minnesota,42.195784588593725,54.10164911981519,39.21931845578836,83366.0,106789.25
Missouri,31.44336555521933,40.68188017711368,32.09168237079086,66498.5,87159.5
Mississippi,10.509949531900409,10.848980161961713,8.475765751532588,54885.5,72669.0
Montana,15.36755114456617,18.07947193478373,18.07947193478373,65481.0,86036.5
Nebraska,22.40834731308637,35.14036283188545,16.80626048481478,72005.75,91457.75
North Carolina,25.83787349568919,35.1130075710648,22.336037161108607,66174.25,89060.5
North Dakota,47.56187542902097,62.98734854113588,47.56187542902097,76042.0,94885.75
New Hampshire,24.50441620030198,27.387288694455155,15.135080594304164,87613.75,110650.75
New Jersey,23.73769160228447,26.86675094985833,17.587471505328953,95615.0,128195.75
New Mexico,22.677054647449754,28.81875694780073,24.09437056291536,59331.0,78848.25
Nevada,69.6033119734859,87.40141914478824,72.14589871224338,69831.75,93044.0
New York,29.913143109915392,30.416731377759085,29.30883718850296,81801.75,117951.75
Ohio,42.33130930739688,50.06654855834691,33.15102536121442,68539.75,88916.75
Oklahoma,18.54067360271596,22.298918251915136,20.795620392235467,61916.25,81416.0
Oregon,62.73052587211289,77.76705641823735,49.10367006468762,74674.5,97723.5
Pennsylvania,13.218507539813643,14.29443257212406,11.75832356739237,73607.0,97500.5
Rhode Island,17.320200367370568,20.966558339448586,14.585431888312057,81290.5,103567.75
South Carolina,20.411047691375718,24.45474581891241,22.33661822829795,63620.5,85087.5
South Dakota,29.01254681062841,32.360148365700915,23.433210885507563,69183.5,87071.75
Tennessee,19.80382446291813,23.67848577088037,19.22980056544224,63586.75,85747.5
Texas,18.33629330274668,22.26066603912789,17.79500051152169,71974.0,96888.0
Utah,32.64339960941723,41.02886005954276,22.76053550748357,78527.0,99818.75
Virginia,12.47492741729152,15.478150684417256,8.778652626982922,86201.5,115106.75
Vermont,60.280815862201145,71.10044947849366,44.8241964103547,74318.75,94685.25
Washington,74.41144230949347,96.63152577691164,53.22485109637381,86546.25,114839.0
Wisconsin,18.877226768723872,20.577877828969264,17.856836132576635,73091.75,92000.5
West Virginia,31.3633069470845,42.00442894698817,24.6425983155664,55641.5,72575.75
Wyoming,32.787847098189246,41.41622791350221,37.96487558737702,72262.75,90750.5
