state_name,hate_crime_case_normalized,number_of_victims_normalized,number_of_offenders_normalized
Alaska,5.398234507404354,5.398234507404354,2.699117253702177
Alabama,2.870035172281036,2.870035172281036,2.2550276353636716
Arkansas,7.989733192847191,8.98844984195309,9.321355391655057
Arizona,37.45696705262477,50.65203499161758,34.33555313157271
California,27.810411796190355,33.45384088097487,25.77674365752927
Colorado,13.885375513069075,18.69185165220837,14.775463686983759
Connecticut,30.7664424259172,34.96186639308773,19.019255317839725
District of Columbia,276.8696230986732,296.9534299555718,268.2622773028595
Delaware,30.273231573519066,32.361040647554866,26.09761342544747
Florida,6.912303227583198,8.19942175961593,9.343527121422804
Georgia,2.591909345378736,22.17522439935141,1.9199328484286933
Hawaii,0.7013788406628592,0.7013788406628592,0.7013788406628592
Iowa,3.1809307021522812,3.4990237723675097,2.226651491506597
Idaho,23.259262274348814,27.911114729218575,21.514817603772652
Illinois,6.651072900219117,8.137783313209274,6.964064566111782
Indiana,14.560043518018729,18.162528512167693,11.107662065292638
Kansas,26.452372674767734,30.231283056877412,25.765298059838702
Kentucky,85.28612372323306,109.07646349866123,79.45075736322238
Louisiana,8.986508041961857,11.340117291047106,9.84236595072013
Massachusetts,63.23249159328395,75.3253413680364,39.62957998473095
Maryland,16.920513069769246,19.07704904924964,14.432202324214947
Maine,23.95670424625096,32.191821330899735,23.208057238555618
Michigan,45.6060248866565,52.52210338595166,37.38691710488544
Minnesota,25.8561111008365,33.03836418440219,29.985906623886773
Missouri,17.181056592436867,23.56259189819913,19.144605917286796
Mississippi,16.38426655663573,21.734231146557597,19.39362163846678
Montana,19.926707671402898,23.722271037384402,21.82448935439365
Nebraska,21.38760708148887,21.38760708148887,10.432979064140913
North Carolina,16.154526021340715,23.16130839204271,14.69477969411113
North Dakota,19.821474585566,22.46433786364147,22.46433786364147
New Hampshire,12.588909171020331,17.032053584321623,9.626812895486136
New Jersey,56.704732718754535,57.49229845095946,21.939331111422888
New Mexico,3.344730902064368,6.689461804128736,3.822549602359278
Nevada,1.6823138679524927,2.3552394151334903,2.018776641542991
New York,28.27417931004776,29.141798530753196,31.591546918627373
Ohio,33.08843888231026,39.77470373417605,32.40266812827273
Oklahoma,7.3723777850428185,9.406137174020147,7.3723777850428185
Oregon,36.16816169772387,44.848520505177596,20.736412706695017
Pennsylvania,5.939969263785359,7.4249615797317,4.533134438151985
Rhode Island,10.411204727822716,11.357677884897507,4.732365785373961
South Carolina,16.709428215301777,19.096489388916318,17.902958802109048
South Dakota,17.167735644339455,18.312251353962086,16.023219934716824
Tennessee,20.10499872817267,31.87014613206631,21.296406060212533
Texas,6.503829624548054,7.882358729751174,7.776318029350935
Utah,15.143996855204056,19.654974641860584,10.310806369500634
Virginia,25.498727365600164,30.220713914785378,18.76989653301123
Vermont,49.589526691962654,57.58783744873083,27.194256573011778
Washington,68.92883380625425,87.37268191456836,62.19750237986223
Wisconsin,7.249945495945468,8.458269745269712,4.488061497490052
West Virginia,20.89424050260546,24.193331108280002,19.24469519976818
Wyoming,6.896623068514502,39.65558264395839,6.896623068514502
