state_name,hate_crime_case_normalized,number_of_victims_normalized,number_of_offenders_normalized
Alaska,6.787723451856035,8.145268142227243,6.787723451856035
Arkansas,7.303726460836589,7.967701593639915,6.639751328033262
Arizona,23.589422335525892,30.98728851175591,18.14570948886607
California,27.00477969386621,32.126813025472764,27.689407911457184
Colorado,17.026041945497358,25.100247404186824,18.07919917923946
Connecticut,26.296935483825848,33.570555936798954,20.14233356207937
District of Columbia,302.4936554441047,336.5774476068207,362.14029172885773
Delaware,21.716986302786495,25.853555122364877,18.61455968810271
Florida,6.63375633488444,7.904050101138908,6.39851674854102
Georgia,3.612377106693174,4.182752439328938,3.0420017740574097
Hawaii,30.215683766869837,32.323754727349126,25.999541845911256
Iowa,5.079526334169339,7.301819105368424,2.5397631670846694
Idaho,13.698051566315122,15.981060160700974,12.556547269122195
Illinois,8.723202185358616,11.552348840069518,10.294950326864674
Indiana,15.376620460668619,35.23186823997859,15.227332883380576
Kansas,25.748880438678526,34.67515899075375,23.00233319188615
Kentucky,52.41614928119316,67.64819266205271,45.696130142578646
Louisiana,9.647439676703577,12.863252902271437,9.218664579961196
Massachusetts,52.42734238394823,62.44808095594942,39.21158571652637
Maryland,7.944188106458078,8.937211619765339,6.620156755381732
Maine,14.924003244478307,16.416403568926135,16.416403568926135
Michigan,43.95588551284103,51.86594235911538,42.253721381364265
Minnesota,22.464850532078202,29.239964184609722,24.426067642021536
Missouri,10.773775846043396,14.365034461391195,12.242927097776585
Mississippi,3.3524658559733735,3.687712441570711,3.017219270376036
Montana,11.301371798180103,11.301371798180103,10.359590814998429
Nebraska,20.25435312789533,22.851065067369095,10.386847757895042
North Carolina,13.472733785131839,20.97897117970529,12.221694219369596
North Dakota,13.156821417200176,15.788185700640211,10.525457133760142
New Hampshire,10.331615333297911,14.759450476139872,8.855670285683923
New Jersey,61.29290925387973,62.867406005355534,30.92761476113197
New Mexico,21.970107280989076,27.70143961516014,23.402940364531844
Nevada,12.538254048123799,15.177886479307757,11.21843783253182
New York,26.75999680312696,27.16932753816523,27.783323640722635
Ohio,31.162003723688226,36.298597744076396,26.11101960363986
Oklahoma,7.607478455621014,9.889721992307317,7.353895840433647
Oregon,32.98643397048144,43.742879830421046,24.859341542971524
Pennsylvania,5.30872292658653,6.08941747461396,3.356986556517952
Rhode Island,12.271815039203728,15.10377235594305,12.271815039203728
South Carolina,12.765868858782387,14.729848683210447,15.122644648096058
South Dakota,22.743141237181398,30.703240670194887,19.331670051604185
Tennessee,23.457624318032277,28.62125231256768,24.195285460108764
Texas,14.113752090686866,16.20985388633343,13.799336821339882
Utah,13.945440997631493,18.06568492874989,12.67767363421045
Virginia,17.624416631809485,22.324261066958684,15.74447885774981
Vermont,68.8218027471103,75.22383090963217,36.81166193450085
Washington,68.422235074088,95.2596942681963,69.61796345402352
Wisconsin,8.262586371999886,9.467546884583202,7.918311939833223
West Virginia,45.95911410762074,51.496356771189504,49.281459705762
